MüştəriID,AdSoyad,DoğumTarixi,Cins,TəhsilSəviyyəsi,MəşğulluqStatusu,AylıqGəlir,KreditNövü,KreditMəbləği,KreditMəqsədi,FaizDərəcəsi,KreditSkoru,DigərKreditlərinSayı,KeçmişdəGecikmə,QaraSiyahida,MüraciətStatusu,YoxlayıcınınQeydləri
64859850,Məhəmməd Abdullayev,05-15-75,,Magistr,İşləyən,3208,Nağd istehlak krediti,9251,şəxsi istehlak məqsədi,23.67,984.0,4,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 477
93456695,Nərmin Sultanova,11/07/2006,,Bakalavr,Tələbə,199,Təhsil krediti,670,dövriyyə vəsaitlərinin artırılması - Biznes krediti,21.83,503.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
61267966,Nigar İbrahimova,1977-04-13,Qadın,Bakalavr tehsili,İşləyən,989,Nağd istehlak krediti,6081,məişət avadanlığı alışı,15.49,1056.0,4,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
57186099,Rauf Babayev,1983-04-03,Kişi,Bakalavr tehsili,Sahibkar,5861,Mikro kredit,29106,Biznes krediti,22.34,1725.0,5,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 978
81193500,Cavid Əhmədov,10-10-80,Kişi,Bakalavr,İşləyən,1545,Nağd istehlak krediti,19613,toy xərcləri,16.72,1548.0,1,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
58837463,Tural İsmayılov,03-04-06,K,Bakalavr,Tələbə,141,Təhsil krediti,2943,əsas vəsaitlərin alınması - Biznes krediti,12.19,236.0,1,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
62380398,Rauf Qasımov,1964-04-29, kişi ,Orta məktəb,İşsiz,380,Nağd istehlak krediti,652 AZN,məişət avadanlığı alışı,17.22,515.0,1,Xeyr,Bəli,Rədd edilib,'Qara siyahı'da olmaq
90917630,Fərid Nəsirov,24/07/1976,Kişi,Bakalavr,İşləyən,2725,Nağd istehlak krediti,10731,tibbi xərclər,12.82,1537.0,1,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
66848375,Məhəmməd Əhmədov,1989-02-03,K,Magistr,İşləyən,2570,Avtomobil krediti,39764,məişət avadanlığı alışı,20.0,423.0,2,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
66254589,Zeynəb Qasımova,23/07/1984,,Magistr,Sahibkar,9886,Mikro kredit,58798,dövriyyə vəsaitlərinin artırılması - Biznes krediti,12.75,813.0,7,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
90993519,Elvin Cəfərov,1976-04-09,Kişi,Magistr,İşləyən,"1,887",Nağd istehlak krediti,976,məişət avadanlığı alışı,24.8,1323.0,2,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
65974927,Zülfiyyə Sultanova,28/12/1975,Q,Orta məktəb,İşsiz,333,Nağd istehlak krediti,837,şəxsi istehlak məqsədi,15.05,178.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
23292798,günel babayeva,1984-07-24,Qadın,Magistr,Sahibkar,9326,Mikro kredit,77331,Biznes krediti,13.69,1275.0,5,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
64982844,Orxan Rüstəmov,1979-08-04,Kişi,Magistr,Sahibkar,7212,Mikro kredit,69667,Biznes krediti,24.4,1727.0,8,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
29790611,Emin Tağıyev,1989-11-30,K,Bakalavr,İşləyən,3280,Nağd istehlak krediti,10252,məişət avadanlığı alışı,14.13,1285.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 113
13344758,Zülfiyyə Babayeva,12/03/2005,qadin,Magistr,Tələbə,125 manat,Təhsil krediti,1570 AZN,Biznes krediti,19.63,,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi | Yoxlayıcı_ID: 102
12149003,Emin Rüstəmov,30/08/1999,Kişi,Bakalavr,İşləyən,3754,Nağd istehlak krediti,868,tibbi xərclər,12.2,1474.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
34106591,Nigar İsmayılova,14/02/1986,Q,Bakalavr tehsili,İşləyən,3940,Avtomobil krediti,24690,təmir,17.36,675.0,3,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
13905670,Hüseyn İbrahimov,08-06-69,Kişi,Magistr,Sahibkar,,Mikro kredit,59120,əsas vəsaitlərin alınması - Biznes krediti,13.87,1013.0,5,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
37989557,Nigar Səfərova,2007-04-27,Qadın,Magistr,Tələbə,148,Təhsil krediti,2807,əsas vəsaitlərin alınması - Biznes krediti,23.6,645.0,0,,Xeyr,Təsdiqlənib,İş stajı yetərsizdir
77057708,Cavid İsmayılov,1978-06-27,,Orta məktəb,İşsiz,379,Nağd istehlak krediti,638,toy xərcləri,15.6,397.0,1,Bəli,Bəli,Rədd edilib,'Qara siyahı'da olmaq
82970533,Səbinə Qasımova,2004-06-09,qadin,Bakalavr tehsili,Tələbə,200,Təhsil krediti,1400,Biznes krediti,21.4,685.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
95442286,Nigar Vəliyeva,10/03/2006,,Magistr,Tələbə,196,Təhsil krediti,2536,əsas vəsaitlərin alınması - Biznes krediti,22.25,519.0,1,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
94224757,Fərid Nəsirov,1974-10-23,,Magistr,İşləyən,2620,Nağd istehlak krediti,14334,şəxsi istehlak məqsədi,13.06,418.0,4,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi | Yoxlayıcı_ID: 488
51490955,Anar Sultanov,02/10/2005,,Bakalavr tehsili,Tələbə,141,Təhsil krediti,2684,əsas vəsaitlərin alınması - Biznes krediti,23.83,439.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi | Yoxlayıcı_ID: 488
52813448,Ləman İbrahimova,12/10/2006,qadin,Bakalavr tehsili,Tələbə,120,Təhsil krediti,1167,əsas vəsaitlərin alınması - Biznes krediti,18.52,319.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
48221625,Aylin Hüseynova,10/11/1997,Qadın,Orta məktəb,İşsiz,391,Nağd istehlak krediti,683,toy xərcləri,18.43,416.0,1,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
15253766,Rauf Sultanov,1999-03-25,Kişi,Magistr,İşləyən,2215,Nağd istehlak krediti,2790,təmir,16.69,,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
13090052, Emin İbrahimov ,1985-11-01,,Bakalavr,Sahibkar,2736,Mikro kredit,69060,əsas vəsaitlərin alınması - Biznes krediti,14.11,1750.0,5,Bəli,Xeyr,Rədd edilib,Gəlir çatışmazlığı
69124624,Kəmalə İsmayılova,1996-02-13,Q,Orta məktəb,İşsiz,189,Nağd istehlak krediti,311,tibbi xərclər,22.93,258.0,2,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
56041290,Sahil Vəliyev,29/07/1998,K,Bakalavr tehsili,İşləyən,3476,Nağd istehlak krediti,7639,toy xərcləri,14.95,401.0,3,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
87857050,Samir Tağıyev,31/08/2003,,Bakalavr tehsili,Tələbə,248,Təhsil krediti,2871,əsas vəsaitlərin alınması - Biznes krediti,22.03,708.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
69020933,Zeynəb Səfərova,1973-03-06,qadin,Orta məktəb,İşsiz,398,Nağd istehlak krediti,398,şəxsi istehlak məqsədi,14.2,169.0,1,Xeyr,Xeyr,Təsdiqlənib,Aşağı kredit reytinqi
23038832,Aydan Qasımova,24/07/1986,Q,Bakalavr,İşləyən,1798,Nağd istehlak krediti,19730,tibbi xərclər,24.84,1460.0,2,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
50376531,Aysel Qasımova,05-07-77,qadin,Magistr,İşləyən,1585,Avtomobil krediti,12030,toy xərcləri,11.61,684.0,3,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
71025572,Emin İbrahimov,07-19-99,,Bakalavr,İşləyən,3835,Avtomobil krediti,37924,toy xərcləri,18.19,1421.0,4,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 988
66202642,Aydan Babayeva,26/09/1983,Q,Bakalavr,İşləyən,2226,Avtomobil krediti,8644,məişət avadanlığı alışı,24.0,1079.0,1,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
90682274,Uğur Rzayev,1984-12-12,K,Bakalavr,İşləyən,3296,Nağd istehlak krediti,12067,təmir,15.31,626.0,2,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
39544748,Kəmalə İbrahimova,2002-08-02,,Bakalavr tehsili,İşləyən,2457,Nağd istehlak krediti,8474,məişət avadanlığı alışı,17.63,667.0,3,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
19399784,Sahil Cavadov,1967-11-14,Kişi,Orta məktəb,İşsiz,242,Nağd istehlak krediti,450,şəxsi istehlak məqsədi,12.67,310.0,1,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
79718567,Tural Babayev,1975-12-17,Kişi,Bakalavr tehsili,Sahibkar,7588,Mikro kredit,80631,Biznes krediti,17.26,1054.0,3,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
85539997,orxan məmmədov,03/10/1968,K,Bakalavr,Sahibkar,7500,Mikro kredit,66489,əsas vəsaitlərin alınması - Biznes krediti,18.6,1723.0,6,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
92691285,Fidan Vəliyeva,1995-12-09,Qadın,Magistr,İşləyən,3814,Nağd istehlak krediti,6278,məişət avadanlığı alışı,24.81,821.0,4,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
12319099,Nigar Rüstəmova,24/08/2007,,Bakalavr,Tələbə,146,Təhsil krediti,1462,əsas vəsaitlərin alınması - Biznes krediti,18.26,718.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
14252170,Zülfiyyə İbrahimova,1984-08-10,,Bakalavr tehsili,İşləyən,1996,Nağd istehlak krediti,1232,toy xərcləri,18.81,1556.0,3,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
81473817,Tural Nəsirov,1997-04-20, kişi ,Magistr,İşləyən,3668,Nağd istehlak krediti,"2,121",şəxsi istehlak məqsədi,14.52,1190.0,3,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 687
53768111,Sahil Məmmədov,1974-02-21, kişi ,Bakalavr tehsili,İşləyən,2298,Nağd istehlak krediti,5492,məişət avadanlığı alışı,12.74,950.0,4,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
30008274,Şəbnəm Abdullayeva,1995-02-04,Q,Bakalavr,İşləyən,1982,Nağd istehlak krediti,15551,şəxsi istehlak məqsədi,22.38,665.0,2,Bəli,Xeyr,Təsdiqlənib,İş stajı yetərsizdir
83117013,Aydan Qasımova,2006-06-03,,Bakalavr,Tələbə,108,Təhsil krediti,902,Biznes krediti,22.19,720.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
75642569,Lalə Qasımova,2005-01-11,,Bakalavr,Tələbə,152,Təhsil krediti,2127,əsas vəsaitlərin alınması - Biznes krediti,22.91,579.0,1,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
48139026,Günel Abdullayeva,2005-12-19,qadin,Magistr,Tələbə,121,Təhsil krediti,2148,Biznes krediti,24.07,790.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 224
37154051,Lalə Rzayeva,09/02/1964,Qadın,Orta məktəb,İşsiz,277,Nağd istehlak krediti,695,şəxsi istehlak məqsədi,18.15,468.0,2,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi | Yoxlayıcı_ID: 675
74628896, Elvin Rzayev ,08-27-73,Kişi,Bakalavr,İşləyən,2659,Nağd istehlak krediti,15618,məişət avadanlığı alışı,21.86,817.0,4,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
48352176,Hüseyn Məmmədov,09-30-62, kişi ,Orta məktəb,İşsiz,258,Nağd istehlak krediti,470,təmir,22.16,454.0,1,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
12963474,Fidan Nəsirova,11/09/1997,Q,Bakalavr,İşləyən,1628,Nağd istehlak krediti,1225,şəxsi istehlak məqsədi,15.82,958.0,3,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
52176858,Rəşad Rüstəmov,01-04-79,K,Bakalavr,Sahibkar,2934,Mikro kredit,5154,dövriyyə vəsaitlərinin artırılması - Biznes krediti,21.03,1325.0,2,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
81271331,Emin Əhmədov,22/04/1992,,Magistr,İşləyən,1153,Nağd istehlak krediti,5802,tibbi xərclər,14.61,436.0,2,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
98718961,Emin Nəsirov,1970-12-13,K,Magistr,İşləyən,1139,Nağd istehlak krediti,15450,tibbi xərclər,13.38,541.0,4,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
95033230,Orxan Rzayev,08-27-79,Kişi,Bakalavr tehsili,Sahibkar,3316,Mikro kredit,17441 manat,Biznes krediti,19.47,1048.0,6,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
25895640,zəhra hüseynova,1987-08-25,Q,Magistr,İşləyən,"2,007",Nağd istehlak krediti,16524,tibbi xərclər,12.73,896.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
29777134,Hüseyn Əliyev,1985-03-24,,Bakalavr tehsili,İşləyən,879,Nağd istehlak krediti,6233,məişət avadanlığı alışı,24.47,1245.0,1,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
91792701,Sahil Rəhimov,05-04-04, kişi ,Bakalavr,Tələbə,216,Təhsil krediti,1962,Biznes krediti,13.28,621.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 736
14327391, Samir Nəsirov ,1993-07-15,,Bakalavr tehsili,Sahibkar,,Mikro kredit,66212,Təmir,24.29,1081.0,6,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
25916039,nihat sultanov,2007-02-06,K,Bakalavr tehsili,Tələbə,269,Təhsil krediti,1659,Biznes krediti,23.93,382.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi | Yoxlayıcı_ID: 138
98261064,Ləman Cavadova,09-16-74,,Bakalavr tehsili,Sahibkar,4500,Mikro kredit,22686,Biznes krediti,20.66,1038.0,4,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
93536075,Sahil Vəliyev,1970-11-26, kişi ,Orta məktəb,İşsiz,62,Nağd istehlak krediti,831,təmir,18.82,581.0,0,,Bəli,Rədd edilib,'Qara siyahı'da olmaq
62437293,Fərid Vəliyev,2003-09-02,Kişi,Bakalavr tehsili,Tələbə,216,Təhsil krediti,1868,Biznes krediti,14.24,610.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 198
61135692,Hüseyn İbrahimov,13/08/1981,,Bakalavr tehsili,İşləyən,3153,Nağd istehlak krediti,"6,742",toy xərcləri,14.72,541.0,2,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
63032329,Yusif Rəhimov,01-19-00,Kişi,Bakalavr tehsili,İşləyən,1449,Avtomobil krediti,23797,şəxsi istehlak məqsədi,19.22,929.0,2,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
54352612,Cavid Tağıyev,07-27-06,,Bakalavr tehsili,Tələbə,269,Təhsil krediti,2279,əsas vəsaitlərin alınması - Biznes krediti,24.92,513.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
47715326,Əli Rəhimov,2004-11-06, kişi ,Magistr,Tələbə,299,Təhsil krediti,780,əsas vəsaitlərin alınması - Biznes krediti,19.17,763.0,1,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
80911992,Orxan İbrahimov,1982-12-13, kişi ,Bakalavr,Sahibkar,4660,Mikro kredit,85999,əsas vəsaitlərin alınması - Biznes krediti,22.79,876.0,2,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
63271247,Abdullayev Hüseyn,06-19-00,Kişi,Bakalavr,İşləyən,2537,Nağd istehlak krediti,9694,toy xərcləri,18.32,923.0,2,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
47439970,Quliyev Məhəmməd,1981-12-12,,Bakalavr tehsili,İşləyən,2233,Nağd istehlak krediti,9138,təmir,13.06,662.0,4,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
70061375,Nihat Əliyev,03/01/1992, kişi ,Bakalavr tehsili,İşləyən,3087,Nağd istehlak krediti,5448,təmir,23.53,1368.0,4,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
55343948,Nigar Məmmədova,2005-03-08,qadin,Bakalavr,Tələbə,160,Təhsil krediti,571,Təmir,21.65,677.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
88852074,Ramin İbrahimov,06-13-67,Kişi,Magistr,Sahibkar,4425,Mikro kredit,29767,Biznes krediti,17.37,1237.0,3,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
18640043,Ayan Cəfərova,07-05-01,Qadın,Magistr,İşləyən,2986,Nağd istehlak krediti,2246,təmir,16.8,836.0,4,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 857
18082402,Emin Sultanov,05-17-05,,Bakalavr,Tələbə,161,Təhsil krediti,2116,Biznes krediti,23.25,570.0,0,,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 339
49928342,Samir Quliyev,29/06/1986,Kişi,Orta məktəb,İşsiz,111,Nağd istehlak krediti,789,toy xərcləri,11.21,229.0,1,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
82907561,Fidan Cəfərova,2007-07-27,qadin,Bakalavr tehsili,Tələbə,143,Təhsil krediti,2527,əsas vəsaitlərin alınması - Biznes krediti,14.26,302.0,1,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
35707487, Fidan İbrahimova ,1985-12-29,,Bakalavr tehsili,İşləyən,3949,Nağd istehlak krediti,7416,tibbi xərclər,21.97,809.0,3,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
77578791,Samir Rüstəmov,21/10/1966,K,Orta məktəb,İşsiz,76,Nağd istehlak krediti,820,tibbi xərclər,22.11,591.0,1,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
14443319,Rauf Babayev,02-07-05,K,Bakalavr tehsili,Tələbə,151,Təhsil kriditi,1138,Biznes krediti,20.5,387.0,0,,Xeyr,Rədd edilib,Aşağı kredit reytinqi
44088796,Tural Əhmədov,06/02/1998, kişi ,Bakalavr tehsili,İşləyən,2554,Nağd istehlak krediti,14474,toy xərcləri,13.34,1380.0,2,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 832
67880962,Aylin Rüstəmova,06/05/1982,qadin,Bakalavr,İşləyən,1749 manat,Avtomobil krediti,10490 AZN,məişət avadanlığı alışı,13.9,1203.0,4,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
15950172,Nərmin Sultanova,1990-02-24,Qadın,Bakalavr tehsili,İşləyən,3161,Nağd istehlak krediti,13763,toy xərcləri,23.54,1270.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
44831653,Aydan Məmmədova,1992-08-27,Qadın,Bakalavr,Sahibkar,8321,Mikro kredit,25013,Biznes krediti,16.64,1486.0,5,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
61497462,Ramin Qasımov,01/06/1997, kişi ,Bakalavr tehsili,İşləyən,1750,Nağd istehlak krediti,16911,şəxsi istehlak məqsədi,18.11,1214.0,2,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
95424349,Kamal Vəliyev,15/10/1979,,Bakalavr tehsili,Sahibkar,,Mikro kredit,85533,əsas vəsaitlərin alınması - Biznes krediti,13.19,1102.0,2,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
31841591,Nigar Əhmədova,08/09/1988,Qadın,Bakalavr,Sahibkar,8033,Mikro kredit,"58,663",əsas vəsaitlərin alınması - Biznes krediti,21.84,1713.0,6,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
28624563,Sevinc Əhmədova,09/06/2007,,Bakalavr tehsili,Tələbə,144,Təhsil krediti,998,dövriyyə vəsaitlərinin artırılması - Biznes krediti,11.8,580.0,0,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
50257725,Rauf Əliyev,07/02/1965,Kişi,Orta məktəb,İşsiz,59,Nağd istehlak krediti,638,tibbi xərclər,17.03,396.0,1,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
91255422,Aylin Hüseynova,11/12/1972,,Bakalavr,İşləyən,2097,Nağd istehlak krediti,"6,897",təmir,15.77,1113.0,3,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
64865815,Zülfiyyə Hüseynova,18/04/1984,,Magistr,Sahibkar,4997,Mikro kredit,12884,əsas vəsaitlərin alınması - Biznes krediti,23.79,1701.0,5,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 806
86711851,Elvin Quliyev,12-09-92,K,Magistr,İşləyən,3779,Nağd istehlak krediti,10486,təmir,14.77,1581.0,4,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 306
56668899,Sahil Məmmədov,18/05/1980,Kişi,Bakalavr tehsili,İşləyən,1711,Nağd istehlak kriditi,14567,məişət avadanlığı alışı,10.9,1361.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
26697866,Zeynəb Babayeva,1988-12-15,Q,Bakalavr tehsili,Sahibkar,8541,Mikro kredit,97033,əsas vəsaitlərin alınması - Biznes krediti,21.68,1629.0,7,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
65308806,Ramin Qasımov,1988-01-09,,Magistr,İşləyən,824,Nağd istehlak krediti,7570,məişət avadanlığı alışı,21.08,990.0,3,Bəli,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 288
97490995,Anar Qasımov,1983-12-17,K,Magistr,İşləyən,1065,Nağd istehlak krediti,3655,məişət avadanlığı alışı,11.08,658.0,2,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
52423096,Nigar Rzayeva,17/08/2004,Qadın,Bakalavr,Tələbə,268,Təhsil krediti,2784,Biznes krediti,23.8,600.0,0,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
82307840,Kəmalə Quliyeva,11-08-71,Qadın,Bakalavr,İşləyən,2393,Nağd istehlak krediti,"12,746",tibbi xərclər,12.74,1410.0,2,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi | Yoxlayıcı_ID: 124
58808168,Kamal Rzayev,1969-09-03,,Orta məktəb,İşsiz,44,Nağd istehlak krediti,346,şəxsi istehlak məqsədi,17.48,518.0,1,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
15755317,Hüseyn Qasımov,02-29-00, kişi ,Bakalavr,İşləyən,1277,Nağd istehlak krediti,13502,məişət avadanlığı alışı,12.22,1562.0,2,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
71063749,Nigar Babayeva,20/03/1995,qadin,Bakalavr,Sahibkar,3291,Mikro kredit,84025,əsas vəsaitlərin alınması - Biznes krediti,16.2,1437.0,5,Xeyr,Xeyr,Rədd edilib,Gəlir çatışmazlığı
17860390,Aylin Vəliyeva,10-11-67,Qadın,Orta məktəb,İşsiz,167,Nağd istehlak krediti,936,tibbi xərclər,12.89,443.0,2,Bəli,Bəli,Rədd edilib,'Qara siyahı'da olmaq
83397247,Nigar Əhmədova,18/10/1999,Qadın,Bakalavr,İşləyən,1346,Nağd istehlak krediti,7564,məişət avadanlığı alışı,16.11,653.0,0,,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 582
68810390,Yusif Əliyev,20/10/1996,Kişi,Bakalavr,İşləyən,,Nağd istehlak krediti,7443,təmir,22.41,1176.0,4,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
98627186,Zəhra Əliyeva,04/06/1977,,Bakalavr,Sahibkar,2787,Mikro kredit,15694,dövriyyə vəsaitlərinin artırılması - Biznes krediti,14.8,1144.0,6,Xeyr,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır | Yoxlayıcı_ID: 973
53672410,Aydan Cavadova,09-24-77,,Bakalavr tehsili,Sahibkar,6853,Mikro kredit,72251,əsas vəsaitlərin alınması - Biznes krediti,19.8,890.0,4,Xeyr,Xeyr,Təsdiqlənib,Müştərinin gəliri və krediti təsdiqləndi
63140881,Murad Babayev,01-22-06,Kişi,Magistr,Tələbə,154,Təhsil krediti,1233,Biznes krediti,13.12,424.0,1,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi | Yoxlayıcı_ID: 824
67233633,Cavid Rüstəmov,1987-12-16,,Bakalavr tehsili,Sahibkar,9072,Mikro kredit,17943,əsas vəsaitlərin alınması - Biznes krediti,17.68,1357.0,6,Bəli,Xeyr,Təsdiqlənib,Bütün sənədlər qaydasındadır
19812627,İbrahimov Ramin,24/04/1993,K,Bakalavr,İşləyən,2656,Avtomobil krediti,24316,məişət avadanlığı alışı,18.27,423.0,3,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
18492597,Tural Quliyev,08-19-78,K,Bakalavr tehsili,İşləyən,1850,Nağd istehlak krediti,12696,şəxsi istehlak məqsədi,13.36,450.0,2,Bəli,Xeyr,Rədd edilib,Aşağı kredit reytinqi
88575965,Fərid Səfərov,1982-04-04,K,Bakalavr tehsili,İşləyən,2381,Nağd istehlak krediti,8965,şəxsi istehlak məqsədi,16.74,411.0,1,Xeyr,Xeyr,Rədd edilib,Aşağı kredit reytinqi
